city,area,rooms,bathroom,parking spaces,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$)
Belo Horizonte,90,3,2,1,acept,not furnished,300,1859,124,7
Belo Horizonte,31,1,1,1,not acept,not furnished,550,460,92,7
Belo Horizonte,200,4,2,2,acept,not furnished,1280,4300,429,58
Belo Horizonte,502,4,3,4,acept,not furnished,0,6500,436,107
Belo Horizonte,54,2,1,1,acept,not furnished,100,800,58,11
Belo Horizonte,60,2,1,1,acept,furnished,200,1040,0,14
Belo Horizonte,140,2,2,2,acept,not furnished,305,1600,99,22
Belo Horizonte,156,4,2,2,not acept,not furnished,435,2700,189,36
Belo Horizonte,367,4,3,8,acept,furnished,0,4500,404,74
Belo Horizonte,56,3,1,1,not acept,not furnished,320,1000,61,14
Belo Horizonte,32,1,1,0,not acept,furnished,550,1250,0,17
Belo Horizonte,300,5,3,4,acept,not furnished,0,6000,0,99
Belo Horizonte,190,2,3,0,acept,not furnished,0,2500,14,41
Belo Horizonte,41,2,1,1,acept,not furnished,200,1100,79,15
Belo Horizonte,233,3,3,0,acept,not furnished,870,1600,96,22
Belo Horizonte,80,2,2,1,acept,furnished,600,1500,109,20
Belo Horizonte,152,4,4,3,acept,not furnished,1350,4100,525,55
Belo Horizonte,284,5,2,3,acept,not furnished,0,4500,270,74
Belo Horizonte,71,3,2,1,acept,not furnished,310,1150,85,16
Belo Horizonte,44,2,1,1,acept,not furnished,296,1000,60,14
Belo Horizonte,310,4,4,3,not acept,not furnished,360,3000,341,40
Belo Horizonte,500,5,4,4,acept,not furnished,0,7000,485,115
Belo Horizonte,193,4,2,1,acept,not furnished,975,1800,317,24
Belo Horizonte,80,3,1,1,acept,not furnished,0,2800,138,46
Belo Horizonte,33,1,1,1,acept,not furnished,170,1600,9,22
Belo Horizonte,220,4,3,3,acept,not furnished,1500,4600,547,62
Belo Horizonte,310,5,2,1,not acept,not furnished,0,3500,208,58
Belo Horizonte,50,2,1,1,acept,not furnished,160,800,0,11
Belo Horizonte,20,1,1,0,not acept,not furnished,0,500,42,7
Belo Horizonte,200,4,2,1,not acept,not furnished,1800,3000,327,40
Belo Horizonte,75,2,2,2,not acept,furnished,823,4200,384,56
Belo Horizonte,211,3,3,3,not acept,furnished,900,2500,264,34
Belo Horizonte,60,2,1,1,not acept,not furnished,0,1150,50,19
Belo Horizonte,30,1,1,0,acept,not furnished,100,550,35,8
Belo Horizonte,70,2,2,1,not acept,furnished,1355,4700,250,63
Belo Horizonte,190,3,2,2,acept,not furnished,1500,4850,502,65
Belo Horizonte,268,4,4,3,acept,not furnished,700,2700,250,45
Belo Horizonte,45,2,1,1,acept,not furnished,200,850,50,12
Belo Horizonte,205,4,2,4,acept,not furnished,0,3990,150,66
Belo Horizonte,135,4,2,1,acept,not furnished,600,2200,138,30
Belo Horizonte,58,1,2,2,acept,not furnished,304,1400,100,19
Belo Horizonte,125,3,3,1,acept,not furnished,745,2100,218,28
Belo Horizonte,54,2,1,2,acept,not furnished,114,900,120,12
Belo Horizonte,131,3,2,3,acept,furnished,586,2750,351,37
Belo Horizonte,372,3,4,3,acept,not furnished,0,5500,343,91
Belo Horizonte,240,4,4,3,acept,not furnished,0,4600,0,62
Belo Horizonte,70,2,1,1,acept,not furnished,150,1100,66,15
Belo Horizonte,52,2,1,1,acept,furnished,253,1375,66,19
Belo Horizonte,130,3,2,2,acept,not furnished,930,2200,260,30
Belo Horizonte,70,3,2,1,acept,not furnished,500,1250,86,17
Belo Horizonte,65,3,1,1,acept,not furnished,220,850,59,12
Belo Horizonte,32,1,1,0,not acept,furnished,550,1300,0,18
Belo Horizonte,184,3,3,1,acept,not furnished,400,1200,132,16
Belo Horizonte,32,1,1,1,acept,not furnished,197,1500,132,20
Belo Horizonte,156,7,2,1,acept,not furnished,350,2200,187,30
Belo Horizonte,90,3,1,1,acept,not furnished,277,1430,99,20
Belo Horizonte,160,3,3,3,not acept,not furnished,0,4500,350,74
Belo Horizonte,72,2,2,2,acept,not furnished,568,5300,375,71
Belo Horizonte,150,3,1,1,acept,not furnished,250,780,0,11
Belo Horizonte,97,3,3,1,not acept,not furnished,320,1300,109,18
Belo Horizonte,200,4,3,2,acept,not furnished,0,5700,236,94
Belo Horizonte,80,3,2,0,not acept,not furnished,280,1500,112,20
Belo Horizonte,200,4,3,2,acept,not furnished,0,14500,403,238
Belo Horizonte,30,1,1,1,not acept,furnished,0,860,0,12
Belo Horizonte,70,3,1,1,not acept,not furnished,190,1150,0,16
Belo Horizonte,167,4,3,3,not acept,not furnished,500,5140,167,69
Belo Horizonte,120,2,3,1,acept,not furnished,350,1800,0,24
Belo Horizonte,365,4,6,6,acept,not furnished,490,13000,459,214
Belo Horizonte,130,4,4,3,not acept,not furnished,1778,5200,529,70
Belo Horizonte,80,1,1,0,acept,not furnished,350,1000,0,14
Belo Horizonte,220,4,3,2,acept,not furnished,1200,3500,271,47
Belo Horizonte,46,2,1,1,acept,not furnished,300,850,62,12
Belo Horizonte,70,2,1,1,acept,furnished,600,1500,125,20
Belo Horizonte,23,1,1,0,not acept,not furnished,210,950,50,13
Belo Horizonte,200,5,3,2,acept,not furnished,0,2300,170,38
Belo Horizonte,90,3,2,2,not acept,not furnished,1080,2500,348,34
Belo Horizonte,269,4,3,2,acept,not furnished,0,4900,357,81
Belo Horizonte,45,1,1,1,not acept,not furnished,251,1300,101,18
Belo Horizonte,70,3,2,1,acept,not furnished,370,1600,113,22
Belo Horizonte,300,3,2,1,acept,not furnished,600,2300,267,31
Belo Horizonte,70,1,1,0,acept,not furnished,0,800,153,14
Belo Horizonte,80,2,2,2,not acept,not furnished,950,4500,501,60
Belo Horizonte,30,1,1,0,acept,not furnished,0,525,25,7
Belo Horizonte,95,2,3,2,not acept,not furnished,1389,4500,415,60
Belo Horizonte,162,3,3,2,acept,not furnished,380,2800,125,38
Belo Horizonte,147,4,5,3,acept,not furnished,1200,2975,293,40
Belo Horizonte,800,4,5,0,acept,not furnished,0,4275,200,71
Belo Horizonte,68,3,2,1,acept,not furnished,150,900,76,12
Belo Horizonte,135,4,2,2,acept,not furnished,950,3800,294,51
Belo Horizonte,90,2,2,2,not acept,not furnished,950,2600,304,35
Belo Horizonte,350,7,5,5,acept,not furnished,0,9000,0,148
Belo Horizonte,120,3,1,1,acept,not furnished,900,3000,183,40
Belo Horizonte,300,4,3,3,acept,not furnished,1400,7500,469,100
Belo Horizonte,210,4,3,3,acept,not furnished,360,3300,150,44
Belo Horizonte,240,4,5,3,acept,not furnished,912,3500,350,47
Belo Horizonte,170,3,2,0,acept,not furnished,0,5000,320,82
Belo Horizonte,58,2,2,1,acept,not furnished,400,999,99,14
Belo Horizonte,74,3,2,1,acept,not furnished,450,1000,92,14
Belo Horizonte,66,3,1,2,acept,not furnished,250,1100,73,15
Belo Horizonte,180,3,3,3,acept,not furnished,331,4200,227,56
Belo Horizonte,66,2,1,1,acept,not furnished,385,550,26,8
Belo Horizonte,92,2,1,0,acept,not furnished,0,1200,60,20
Belo Horizonte,260,3,2,4,acept,not furnished,0,2600,268,43
Belo Horizonte,201,4,4,4,acept,not furnished,1800,7300,113,98
Belo Horizonte,72,2,2,1,acept,not furnished,370,1700,90,23
Belo Horizonte,55,3,1,1,not acept,not furnished,199,800,42,11
Belo Horizonte,35,1,1,1,acept,furnished,600,1080,100,15
Belo Horizonte,80,3,2,1,acept,not furnished,280,1200,97,16
Belo Horizonte,2000,4,2,3,acept,not furnished,0,4956,200,82
Belo Horizonte,45,1,1,0,not acept,not furnished,0,1100,8,15
Belo Horizonte,113,4,2,2,acept,not furnished,1600,4900,489,66
Belo Horizonte,96,3,2,1,acept,not furnished,200,2000,95,27
Belo Horizonte,92,3,3,2,acept,not furnished,300,1600,112,22
Belo Horizonte,140,4,3,3,acept,not furnished,1200,3400,250,46
Belo Horizonte,50,2,1,0,not acept,not furnished,0,950,50,16
Belo Horizonte,200,4,3,2,acept,not furnished,1164,4000,378,54
Belo Horizonte,300,5,3,3,acept,not furnished,0,8500,234,140
Belo Horizonte,98,3,2,1,not acept,not furnished,325,1400,116,19
Belo Horizonte,68,2,2,2,acept,not furnished,1365,3900,9,52
Belo Horizonte,373,4,5,7,acept,not furnished,0,11500,522,189
Belo Horizonte,318,4,2,2,not acept,not furnished,0,4500,179,74
Belo Horizonte,90,2,1,2,acept,not furnished,311,1800,121,24
Belo Horizonte,270,4,5,6,acept,furnished,0,8000,317,132
Belo Horizonte,110,2,2,2,not acept,not furnished,290,1346,88,10
Belo Horizonte,28,1,1,1,not acept,furnished,550,1100,0,15
Belo Horizonte,156,4,4,2,acept,not furnished,250,3500,248,47
Belo Horizonte,150,4,2,3,acept,not furnished,600,3500,380,47
Belo Horizonte,343,4,3,4,acept,not furnished,0,7000,320,115
Belo Horizonte,65,2,2,1,acept,not furnished,490,1100,70,15
Belo Horizonte,147,4,2,3,acept,not furnished,850,4700,330,63
Belo Horizonte,180,4,3,2,acept,not furnished,970,3260,390,44
Belo Horizonte,55,2,1,2,acept,not furnished,160,1100,0,15
Belo Horizonte,45,2,1,1,acept,not furnished,0,1000,0,14
Belo Horizonte,75,3,1,1,not acept,not furnished,160,1100,80,15
Belo Horizonte,32,1,1,1,acept,not furnished,197,1500,126,20
Belo Horizonte,80,2,2,1,not acept,not furnished,0,1705,61,14
Belo Horizonte,100,3,3,1,acept,not furnished,300,1800,105,24
Belo Horizonte,120,3,2,1,acept,furnished,1083,2100,179,28
Belo Horizonte,115,3,2,2,acept,not furnished,0,3000,71,50
Belo Horizonte,222,4,3,4,acept,not furnished,0,3000,153,50
Belo Horizonte,194,3,3,2,acept,not furnished,1351,4000,324,54
Belo Horizonte,90,3,2,1,acept,not furnished,200,1400,111,19
Belo Horizonte,230,3,3,3,acept,not furnished,700,4000,408,54
Belo Horizonte,55,2,1,1,acept,not furnished,176,850,60,12
Belo Horizonte,70,2,1,1,acept,not furnished,390,1100,74,15
Belo Horizonte,45,1,1,1,acept,not furnished,816,2900,9,39
Belo Horizonte,68,3,2,1,acept,furnished,360,2250,95,30
Belo Horizonte,100,3,2,1,acept,not furnished,600,1800,140,24
Belo Horizonte,160,3,3,2,acept,not furnished,1364,2650,269,36
Belo Horizonte,49,2,1,1,acept,not furnished,225,1000,0,14
Belo Horizonte,40,1,1,0,not acept,not furnished,300,1155,55,16
Belo Horizonte,140,4,3,2,acept,not furnished,822,2200,132,30
Belo Horizonte,60,1,1,1,acept,furnished,694,1098,151,15
Belo Horizonte,65,2,1,1,acept,not furnished,220,700,0,10
Belo Horizonte,51,2,1,0,acept,furnished,165,1000,27,14
Belo Horizonte,308,4,5,4,acept,furnished,1750,15000,167,200
Belo Horizonte,88,3,2,1,acept,not furnished,289,1450,114,20
Belo Horizonte,110,3,2,1,not acept,not furnished,400,1400,150,19
Belo Horizonte,22,1,1,1,not acept,not furnished,0,1275,0,17
Belo Horizonte,65,2,2,1,not acept,not furnished,290,925,84,13
Belo Horizonte,70,3,1,0,acept,not furnished,205,1200,25,16
Belo Horizonte,300,8,3,1,acept,not furnished,0,4000,500,66
Belo Horizonte,67,2,2,2,acept,not furnished,202,1000,82,14
Belo Horizonte,76,3,2,1,acept,not furnished,375,1400,128,19
Belo Horizonte,279,4,5,4,acept,not furnished,0,4500,379,74
Belo Horizonte,25,1,1,0,not acept,furnished,700,890,59,12
Belo Horizonte,200,3,3,2,acept,not furnished,370,2700,135,36
Belo Horizonte,153,3,2,2,acept,not furnished,0,9876,196,162
Belo Horizonte,320,5,3,4,acept,not furnished,0,5500,219,91
Belo Horizonte,130,3,2,1,acept,not furnished,747,2500,122,34
Belo Horizonte,190,4,4,3,not acept,not furnished,1740,6200,501,83
Belo Horizonte,250,4,4,0,acept,not furnished,0,3940,0,65
Belo Horizonte,75,3,1,1,acept,not furnished,263,1100,61,15
Belo Horizonte,120,3,2,0,acept,not furnished,0,2200,76,37
Belo Horizonte,50,2,1,1,acept,not furnished,230,1100,28,15
Belo Horizonte,184,5,3,2,acept,not furnished,330,2600,171,35
Belo Horizonte,120,3,3,1,acept,furnished,330,2300,173,31
Belo Horizonte,67,3,1,1,acept,not furnished,235,900,70,12
Belo Horizonte,76,1,2,2,acept,not furnished,892,4000,354,54
Belo Horizonte,100,3,2,1,acept,not furnished,745,1400,119,19
Belo Horizonte,110,2,2,1,acept,not furnished,700,4000,84,54
Belo Horizonte,84,3,2,0,acept,not furnished,250,1250,130,17
Belo Horizonte,155,4,5,3,acept,not furnished,1700,6200,542,83
Belo Horizonte,73,3,1,0,acept,not furnished,200,900,38,12
Belo Horizonte,62,2,2,0,acept,not furnished,0,1300,0,18
Belo Horizonte,57,3,1,1,acept,not furnished,300,900,56,12
Belo Horizonte,90,2,3,0,acept,not furnished,0,2080,9,35
Belo Horizonte,344,4,4,3,not acept,not furnished,0,3500,121,58
Belo Horizonte,140,4,2,2,acept,not furnished,877,1950,271,26
Belo Horizonte,95,3,4,1,acept,not furnished,957,3000,254,40
Belo Horizonte,50,2,1,2,acept,not furnished,220,850,109,12
Belo Horizonte,66,2,1,1,not acept,not furnished,250,1650,83,22
Belo Horizonte,68,2,1,0,acept,not furnished,35,1000,0,17
Belo Horizonte,61,3,1,1,acept,not furnished,300,1500,85,20
Belo Horizonte,60,2,1,1,acept,not furnished,250,1300,30,18
Belo Horizonte,47,2,1,1,not acept,not furnished,250,1300,0,18
Belo Horizonte,140,4,2,2,acept,not furnished,777,2000,237,27
Belo Horizonte,27,1,1,0,not acept,furnished,0,1167,334,16
Belo Horizonte,77,3,3,2,acept,furnished,1010,2200,306,30
Belo Horizonte,32,1,1,0,not acept,not furnished,300,1000,100,14
Belo Horizonte,48,2,1,1,acept,not furnished,170,1400,12,19
Belo Horizonte,100,3,1,0,acept,not furnished,0,2000,216,33
Belo Horizonte,88,3,2,1,acept,not furnished,320,1290,0,18
Belo Horizonte,465,7,7,2,acept,furnished,0,15000,435,246
Belo Horizonte,110,2,4,2,acept,not furnished,690,2700,213,36
Belo Horizonte,77,2,1,1,acept,furnished,400,960,129,13
Belo Horizonte,92,3,2,1,acept,not furnished,220,1600,0,22
Belo Horizonte,235,4,3,1,acept,not furnished,0,12000,563,197
Belo Horizonte,55,2,2,2,acept,not furnished,670,2000,177,27
Belo Horizonte,24,1,1,1,not acept,not furnished,157,1200,0,16
Belo Horizonte,22,1,1,0,not acept,furnished,0,700,0,10
Belo Horizonte,23,1,1,1,acept,not furnished,144,1300,132,18
Belo Horizonte,150,5,3,0,acept,not furnished,0,3250,100,54
Belo Horizonte,60,2,1,1,acept,not furnished,467,750,78,10
Belo Horizonte,55,2,1,1,acept,not furnished,270,1300,85,18
Belo Horizonte,72,2,1,1,acept,not furnished,421,1200,83,16
Belo Horizonte,80,3,2,1,acept,not furnished,820,2000,152,27
Belo Horizonte,100,3,3,1,acept,not furnished,350,1600,120,22
Belo Horizonte,42,2,1,1,acept,not furnished,175,690,63,10
Belo Horizonte,180,3,1,0,acept,not furnished,0,3400,367,56
Belo Horizonte,28,1,1,1,not acept,furnished,550,1250,0,17
Belo Horizonte,90,3,2,0,not acept,not furnished,630,4200,150,56
Belo Horizonte,29,1,1,0,not acept,not furnished,0,1100,8,15
Belo Horizonte,45,1,1,1,not acept,furnished,300,3000,0,40
Belo Horizonte,120,3,2,2,not acept,not furnished,318,1700,331,23
Belo Horizonte,30,1,1,1,not acept,not furnished,0,705,0,10
Belo Horizonte,176,4,2,2,acept,not furnished,0,4500,226,74
Belo Horizonte,95,2,2,1,acept,not furnished,735,1600,170,22
Belo Horizonte,68,2,2,2,acept,not furnished,168,800,59,11
Belo Horizonte,70,2,2,2,acept,not furnished,625,2250,211,30
Belo Horizonte,50,2,1,1,acept,not furnished,170,1000,28,14
Belo Horizonte,200,4,2,2,acept,furnished,0,12000,233,197
Belo Horizonte,400,3,3,2,acept,not furnished,0,4800,0,79
Belo Horizonte,164,3,2,2,acept,not furnished,0,3200,131,53
Belo Horizonte,75,3,2,1,acept,not furnished,500,1500,50,20
Belo Horizonte,86,2,1,1,acept,not furnished,200,1310,130,18
Belo Horizonte,90,3,2,1,not acept,not furnished,300,1600,140,22
Belo Horizonte,85,2,2,1,acept,not furnished,541,2800,0,38
Belo Horizonte,90,3,2,1,acept,not furnished,135,1300,115,18
Belo Horizonte,76,2,1,1,not acept,not furnished,200,900,0,12
Belo Horizonte,45,1,1,0,acept,not furnished,285,1100,55,15
Belo Horizonte,60,1,1,1,acept,not furnished,270,1400,101,19
Belo Horizonte,48,2,1,1,acept,not furnished,120,900,96,12
Belo Horizonte,400,3,2,1,acept,not furnished,0,1600,258,27
Belo Horizonte,88,3,2,2,not acept,not furnished,312,1200,109,16
Belo Horizonte,300,3,3,0,acept,furnished,0,5000,0,82
Belo Horizonte,163,4,4,0,acept,not furnished,1005,7500,22,100
Belo Horizonte,75,3,1,1,acept,not furnished,280,1500,66,20
Belo Horizonte,19,1,1,0,not acept,not furnished,0,1200,37,16
Belo Horizonte,180,4,2,1,acept,furnished,770,3610,248,49
Belo Horizonte,140,4,2,2,acept,not furnished,1000,3500,413,47
Belo Horizonte,32,1,1,0,not acept,furnished,550,1100,0,15
Belo Horizonte,290,4,5,4,acept,not furnished,0,6000,500,99
Belo Horizonte,76,2,1,2,not acept,furnished,205,2100,99,28
Belo Horizonte,50,2,1,0,not acept,not furnished,0,850,25,14
Belo Horizonte,27,1,1,0,not acept,not furnished,0,1167,334,16
Belo Horizonte,16,1,1,0,not acept,not furnished,0,650,50,9
Belo Horizonte,94,3,2,1,not acept,furnished,450,1900,125,26
Belo Horizonte,360,5,2,2,acept,not furnished,550,4600,436,62
Belo Horizonte,45,2,1,1,acept,not furnished,286,850,63,12
Belo Horizonte,235,4,5,3,acept,not furnished,760,3300,496,44
Belo Horizonte,58,2,1,1,acept,not furnished,200,900,0,12
Belo Horizonte,113,2,2,2,acept,not furnished,330,2600,116,35
Belo Horizonte,96,3,2,2,not acept,not furnished,450,1400,120,19
Belo Horizonte,230,5,3,2,acept,not furnished,500,2200,249,30
Belo Horizonte,127,3,2,3,acept,not furnished,750,3000,317,40
Belo Horizonte,156,4,4,3,acept,not furnished,900,6500,369,87
Belo Horizonte,73,1,1,0,acept,not furnished,0,700,0,10
Belo Horizonte,60,2,1,1,not acept,not furnished,285,1000,20,14
Belo Horizonte,90,4,3,1,acept,not furnished,150,950,83,13
Belo Horizonte,100,3,3,1,acept,furnished,1300,2600,300,35
Belo Horizonte,380,5,6,2,acept,not furnished,0,4500,125,74
Belo Horizonte,120,4,3,2,acept,not furnished,0,3250,0,44
Belo Horizonte,290,3,3,0,acept,not furnished,0,6000,276,99
Belo Horizonte,260,4,4,0,acept,not furnished,562,6500,241,87
Belo Horizonte,260,4,4,5,not acept,not furnished,295,4500,407,60
Belo Horizonte,92,3,2,2,acept,not furnished,300,1950,171,26
Belo Horizonte,125,3,2,0,acept,not furnished,704,1850,384,25
Belo Horizonte,70,1,1,0,acept,not furnished,200,1100,135,15
Belo Horizonte,65,2,2,1,acept,not furnished,220,1200,96,16
Belo Horizonte,253,3,3,3,acept,not furnished,326,2400,251,32
Belo Horizonte,70,2,1,2,acept,not furnished,240,2000,27,27
Belo Horizonte,78,2,3,2,acept,not furnished,407,2500,209,34
Belo Horizonte,92,3,1,1,acept,not furnished,270,1900,81,26
Belo Horizonte,142,3,3,2,acept,not furnished,0,2000,114,33
Belo Horizonte,244,4,3,3,acept,not furnished,600,2900,276,39
Belo Horizonte,50,2,1,1,acept,not furnished,158,1140,0,16
Belo Horizonte,50,1,1,1,not acept,furnished,530,1850,202,25
Belo Horizonte,60,2,1,1,acept,not furnished,405,2100,162,28
Belo Horizonte,165,3,3,3,acept,not furnished,0,3000,192,50
Belo Horizonte,70,3,1,1,acept,not furnished,90,900,1,12
Belo Horizonte,245,4,5,2,acept,not furnished,1400,2025,234,27
Belo Horizonte,70,2,1,1,acept,not furnished,140,950,32,13
Belo Horizonte,40,2,2,1,not acept,not furnished,210,900,0,12
Belo Horizonte,250,4,2,2,acept,furnished,600,3500,0,47
Belo Horizonte,200,3,1,1,acept,not furnished,0,3800,361,63
Belo Horizonte,75,2,1,2,acept,not furnished,0,1500,63,25
Belo Horizonte,325,4,3,0,acept,not furnished,0,9000,236,148
Belo Horizonte,400,5,5,8,acept,not furnished,0,7900,513,130
Belo Horizonte,70,2,1,1,acept,not furnished,490,900,0,8
Belo Horizonte,100,3,2,2,acept,furnished,850,3000,371,40
Belo Horizonte,100,3,2,1,acept,furnished,100,2000,74,33
Belo Horizonte,250,6,6,2,acept,not furnished,0,9000,495,148
Belo Horizonte,390,6,3,2,acept,not furnished,0,11000,417,181
Belo Horizonte,360,4,2,4,acept,not furnished,0,6000,189,99
Belo Horizonte,50,2,1,1,acept,not furnished,150,900,0,12
Belo Horizonte,441,5,5,8,acept,not furnished,0,8000,553,132
Belo Horizonte,136,4,3,1,acept,not furnished,347,2300,72,31
Belo Horizonte,150,3,2,2,acept,not furnished,1350,1600,108,22
Belo Horizonte,100,4,2,2,acept,not furnished,0,2840,369,47
Belo Horizonte,140,4,3,3,acept,not furnished,1320,3300,292,44
Belo Horizonte,360,5,6,4,acept,furnished,0,12000,329,197
Belo Horizonte,133,3,2,3,not acept,not furnished,806,2100,161,28
Belo Horizonte,350,5,5,3,not acept,not furnished,500,2000,252,27
Belo Horizonte,140,3,2,1,not acept,furnished,1000,3300,184,44
Belo Horizonte,153,4,2,2,acept,not furnished,1000,3500,426,47
Belo Horizonte,92,2,2,2,acept,not furnished,1169,5000,67,67
Belo Horizonte,85,3,3,2,not acept,not furnished,270,1750,165,24
Belo Horizonte,266,4,3,2,acept,not furnished,0,7500,236,123
Belo Horizonte,110,3,2,4,acept,not furnished,30,2100,145,35
Belo Horizonte,52,2,1,1,acept,not furnished,300,860,61,12
Belo Horizonte,150,4,2,1,acept,not furnished,0,2250,9,37
Belo Horizonte,45,2,1,1,acept,not furnished,0,880,0,12
Belo Horizonte,212,4,2,1,acept,furnished,1364,2100,250,28
Belo Horizonte,70,3,1,0,acept,not furnished,330,970,85,13
Belo Horizonte,120,4,4,2,acept,not furnished,1100,3000,493,40
Belo Horizonte,50,1,1,0,not acept,not furnished,0,1050,39,18
Belo Horizonte,120,3,3,3,acept,not furnished,750,2650,434,36
Belo Horizonte,80,2,3,2,acept,not furnished,980,2800,350,38
Belo Horizonte,110,3,2,0,acept,not furnished,480,1600,93,22
Belo Horizonte,400,7,6,4,acept,furnished,0,6800,234,112
Belo Horizonte,110,3,3,2,acept,furnished,350,2200,220,30
Belo Horizonte,130,4,2,2,acept,not furnished,1150,2350,274,32
Belo Horizonte,170,4,2,2,acept,not furnished,1100,4000,297,54
Belo Horizonte,45,1,1,1,acept,furnished,700,1500,130,20
Belo Horizonte,90,3,2,0,not acept,not furnished,335,1400,136,19
Belo Horizonte,42,1,1,1,not acept,furnished,410,2690,172,36
Belo Horizonte,120,4,2,2,acept,not furnished,0,3000,397,50
Belo Horizonte,100,2,1,0,not acept,not furnished,50,1096,59,15
Belo Horizonte,202,3,2,5,acept,not furnished,0,5500,285,91
Belo Horizonte,400,5,4,4,acept,furnished,0,5500,167,91
Belo Horizonte,55,2,1,1,not acept,not furnished,200,850,81,12
Belo Horizonte,327,4,4,2,acept,not furnished,0,8799,563,145
Belo Horizonte,126,4,2,2,acept,not furnished,380,2550,168,34
Belo Horizonte,150,4,4,2,acept,furnished,1305,3350,359,45
Belo Horizonte,35,1,1,1,not acept,not furnished,0,700,0,10
Belo Horizonte,247,4,2,1,acept,not furnished,0,2600,264,43
Belo Horizonte,118,3,2,0,not acept,not furnished,350,1500,71,20
Belo Horizonte,300,3,4,2,not acept,not furnished,0,7000,84,115
